scientificname
?Agastoschizomus n.sp.
Bison bison
Bison bison athabascae
Bispirina brunnea
Bjornbergiella hawaiiensis
Blarina brevicauda
Blarina carolinensis
Blarina carolinensis shermani
Blarina hylophaga
Blarina hylophaga plumbea
Blepharicera sp.
Blepharicera tenuipes
Blephilia hirsuta
Blethisa julii
Blethisa multipunctata
Blethisa quadricollis
Blindia acuta
Bobea elatio
Bobea mannii
Boccardiella hamata
Bodianus pulchellus
Bodianus rufus
Boehmeria grandis
Bogertophis rosaliae
Bolbometopon muricatum
Bolboschoenus maritimus ssp. paludosus
Bolboschoenus maritimus subsp. paludosus
Boloria alberta
Boloria astarte distincta
Boloria bellona
Boloria chariclea
Boloria chariclea grandis
Boloria eunomia denali
Boloria freija
Boloria frigga
Boloria frigga saga
Boloria improba acrochema
Boloria kriemhild
Boloria selene
Boloria selene atrocostalis
Boloria selene myrina
Boloria titania montinus
Bolotoperla rossi
Bolshecapnia milami
Boltonia decurrens
Bombus franklini
Bombus fraternus
Bombus occidentalis
Bombycilla cedrorum
Bombycilla garrulus
Bonamia menziesii
Bonasa umbellus
Boodleopsis hawaiiensis
Boonea impressa
Boonea seminuda
Booneacris glacialis
Boraria infesta
Boreogadus saida
Bos bison
Botaurus lentifinosus
Botaurus lentiginosus
Bothus bleekeri
Bothynotus johnstoni
Botrychium biternatum
Botrychium campestre
Botrychium oneidense
Botrychium pumicola
Botrychium rugulosum
Botrylloides diegense
Botryllus schlosseri
Bouchardina robisoni
Bougainvillia rugosa
Bouteloua gracilis
Bouteloua hirsuta var. hirsuta
Bowerbankia gracilis
Bowerbankia imbricata
Bowmaniella dissimilis
Bowmaniella mexicana
Boyeria grafiana
Brachelyma subulatum
Brachidontes crebristriarus
Brachidontes exustus
Brachinus cyanipennis
Brachinus fumans
Brachinus medius
Brachinus ovipennis
Brachinus patruelis
Brachionycha borealis
Brachoria cedra
Brachoria dentata
Brachoria ethotela
Brachoria falcifera
Brachoria hoffmani
Brachoria insolita
Brachoria laminata
Brachoria mendota
Brachoria separanda
Brachoria separanda calcaria
Brachoria separanda hamata
Brachoria separanda versicolor
Brachoria turneri
Brachycentrus fuliginosus
Brachycentrus incanus
Brachycentrus lateralis
Brachycentrus numerosus
Brachycercus arcticus
Brachycercus maculatus
Brachycercus nasutus
Brachyelytrum erectum
Brachylagus idahoensis
Brachymesia gravida
Brachynomada (Melanomada) sp. A
Brachypanorpa jeffersoni
Brachyphylla cavernarum
Brachyramphus brevirostris
Brachyramphus marmoratus
Brachystylus microphthalmus (Champion)
Brachythecium acuminatum
Brachythecium acutum
Brachythecium campestre
Brachythecium digastrum
Brachythecium erythrorrhizon
Brachythecium turgidum
Brackenridgia ashleyi
Branchinecta campestris
Branchinecta coloradensis
Branchinecta conservatio
Branchinecta gigas
Branchinecta lindahli
Branchinecta longiantenna
Branchinecta lynchi
Branchinecta mackini
Branchinecta mesovallensis
Branchinecta packardi
Branchinecta paludosa
Branchinecta redingi
Branchinecta sandiegonensis
Branchioasychis americana
Branchiostoma sp.
Brania clavata
Branta bernicla
Branta bernicla nigricans
Branta canadensis
Branta canadensis interior
Branta canadensis leucopareia
Branta canadensis leucopariea
Branta canadensis occidentalis
Branta sandvicensis
Brasenia schreberi
Brasilomysis castroi
Brassavola cucullata
Braya humilis
Brennania belkini
Brephidium exilis
Brephidium isophthalma
Brevoortia tyrannus
Brickellia cordifolia
Brighamia insignis
Brighamia rockii
Bromus ciliatus
Bromus latiglumis
Bromus marginatus
Bromus porteri
Broussaisia arguta
Bruchia flexuosa
Bruchomorpha extensa
Bruchomorpha occulata
Brucita marmorata
Brychius hungerfordi
Bryhnia graminicolor
Bryhnia novae-angliae
Bryoandersonia illecebra
Bryocamptus hutchinsoni
Bryocamptus minutus
Bryocamptus morrisoni morrisoni
Bryocamptus nivalis
Bryocamptus zschokkei
Bryohaplocladium microphyllum
Bryoxiphium norvegicum
Bryum algovicum var. algovicum
Bryum cyclophyllum
Bryum flaccidum
Bryum gemmilucens
Bryum klinggraeffii
Bryum miniatum
Bryum pallens
Bryum pallescens
Bryum ruderale
Bryum subapiculatum
Bryum uliginosum
Bryx dunckeri
Bubo scandiacus
Bubo virginianus
Bubulcus ibis
Bucephala albeola
Bucephala clangula
Bucephala islandica
Buchloe dactyloides
Buchnera americana
Buenoa limnocastoris
Buenoa macrotibialis
Bufo alvarius
Bufo americanus
Bufo baxteri
Bufo boreas
Bufo boreas boreas
Bufo californicus
Bufo canorus
Bufo cognatus
Bufo debilis
Bufo exsul
Bufo fowleri
Bufo hemiophrys
Bufo houstonensis
Bufo microscaphus
Bufo microscaphus microscaphus
Bufo nebulifer
Bufo nelsoni
Bufo punctatus
Bufo quercicus
Bufo woodhousii
Bugula fulva
Bugula neritina
Bugula stolonifera
Bulimnea megastoma
Bulweria bulwerii
Bunodosoma cavernata
Buotus carolinus
Busycon carica
Busycon sinistrum
Busycon spp.
Busycotypus canaliculatus
Buteo albicaudatus
Buteo albonotatus
Buteo brachyurus
Buteo jamaicensis
Buteo jamaicensis alascensis
Buteo lagopus
Buteo lineatus
Buteo nitidus
Buteo platypterus
Buteo platypterus brunnescens
Buteo platypterus platypterus
Buteo regalis
Buteo solitarius
Buteo swainsoni
Buteogallus anthracinus
Butorides striatus
Butorides virescens
Buxbaumia aphylla
Buxbaumia minakatae
Buxus vahlii
Byrsonima lucida x B. spicata
C.e. nelsoni
Cabillus caudimacula
Cacostola lineata
Caecidotea acuticarpa
Caecidotea ancyla
Caecidotea antricola
Caecidotea attenuata
Caecidotea beattyi
Caecidotea bicrenata
Caecidotea bowmani
Caecidotea cannula
Caecidotea circulus
Caecidotea cumberlandensis
Caecidotea dimorpha
Caecidotea filicispeluncae
Caecidotea fonticulus
Caecidotea franzi
Caecidotea fustis
Caecidotea henroti
Caecidotea hobbsi
Caecidotea holsingeri
Caecidotea incurva
Caecidotea jordani
Caecidotea kenki
Caecidotea lesliei
Caecidotea macropoda
Caecidotea macropropoda
Caecidotea metcalfi
Caecidotea n. sp
Caecidotea nickajackensis
Caecidotea nortoni
Caecidotea oculata
Caecidotea packardi
Caecidotea phreatica
Caecidotea pricei
Caecidotea recurvata
Caecidotea richardsonae
Caecidotea rotunda
Caecidotea salamensis
Caecidotea salemensis
Caecidotea scyphus
Caecidotea sequoiae
Caecidotea serrata
Caecidotea simonini
Caecidotea simulator
Caecidotea sinuncus
Caecidotea sp 1
Caecidotea sp 2
Caecidotea sp 3
Caecidotea sp 4
Caecidotea sp 5
Caecidotea sp 6
Caecidotea sp. 1
Caecidotea sp. 8
Caecidotea spatulata
Caecidotea steevesi
Caecidotea stiladactyla
Caecidotea stygia
Caecidotea teresae
Caecidotea tomalensis
Caecidotea tridentata
Caecidotea vandeli
Caelorinchus doryssus
Caelorinchus gladius
Caenestheriella gynecia
Caenis anceps
Caenis diminuta
Caenis hilaris
Caenis punctata
Caenis tardata
Caenis youngi
Caenotus inornatus
Caenotus minutus
Caesalpinia kavaiensis
Calamagrostis pickeringii
Calamagrostis porteri ssp. insperata
Calamagrostis stricta ssp. inexpansa
Calamintha ashei
Calamintha sp. 1
Calamospiza melanocorys
Calamovilfa longifolia var. longifolia
Calamus bajonado
Calamus calamus
Calamus leucosteus
Calamus nodosus
Calappa flammea
Calasellus californicus
Calasellus longus
Calathaemon holthuisi
Calathus ingratus
Calcarea sp. A
Calcarius mccownii
Calcarius ornatus
Calcarius pictus
Calcinus hazletti
Calcinus laurentae
Calephelis borealis
Calephelis muticum
Calephelis rawsoni arizonensis
Calephelis virginiensis
Calicina arida
Calicina breva
Calicina cloughensis
Calicina conifera
Calicina diminua
Calicina dimorphica
Calicina macula
Calicina mesaensis
Calicina minor
Calicina piedra
Calidris acuminata
Calidris alba
Calidris alpina
Calidris alpina articola
Calidris alpina pacifica
Calidris bairdii
Calidris canutus
Calidris canutus roselaari
Calidris canutus rufa
Calidris ferruginea
Calidris fuscicollis
Calidris himantopus
Calidris maritima
Calidris mauri
Calidris melanotos
Calidris minutilla
Calidris ptilocnemis
Calidris ptilocnemis couesi
Calidris ptilocnemis ptilocnemis
Calidris ptilocnemis tschuktschorum
Calidris pusilla
Calidris subminuta
Calidris temminckii
Calileptoneta briggsi
Calileptoneta oasa
Calileptoneta ubicki
Calileptoneta wapiti
Callechelys lutea
Calleida fimbriata (Bates)
Calliactis tricolor
Calliasmata pholidota
Callibaetis pallidus
Callibaetis skokianus
Callicarpa americana
Callicarpa ampla
Callichirus islagrande
Callichirus major
Callidictyon abyssorum
Calliergon obtusifolium
Calliergon richardsonii
Calliergon trifarium
Calliergonella cuspidata
Calligrapha pnirsa
Callinectes exasperatus
Callinectes larvatus
Callinectes sapidus
Callinectes similis
Calliobdella vivida
Callionymus caeruleonotatus
Callionymus comptus
Callionymus decoratus
Callioplus pantoplus
Calliopsis michenerella
Calliostoma adelae
Calliostoma euglyptum
Calliostoma pulchrum
Callipallene brevirostris
Callipepla gambelii
Callipepla squamata
Callipogonius cornutus
Callirhoe bushii
Callirhoe triangulata
Callisaurus draconoides
Callithamniella pacifica
Callitriche hermaphroditica
Callitriche palustris
Callophrys augustinus
Callophrys comstocki
Callophrys fotis
Callophrys gryneus
Callophrys gryneus sweadneri
Callophrys henrici
Callophrys hesseli
Callophrys irus
Callophrys irus hadros
Callophrys lanoraieensis
Callophrys mcfarlandi
Callophrys mossii schryveri
Callophrys niphon
Callophrys polios
Callophrys xami
Callopistria granitosa
Callorhinus ursinus
Calochortus coxii
Calochortus gunnisonii
Calochortus howellii
Calochortus indecorus
Calochortus umpquaensis
Calohypsibius schusteri
Calonectris diomedea
Calopogon multiflorus
Calopogon oklahomensis
Calopogon tuberosus
Calopteryx aequabilis
Calopteryx amata
Calopteryx angustipennis
Calopteryx dimidiata
Calosoma wilcoxi
Calothorax lucifer
Calotomus zonarchus
Calpodes ethlius
Caltha palustris
Caltha palustris var. palustris
Calymmaria sp. 21
Calypogeia integristipula
Calypogeia sphagnicola
Calypogeia suecica
Calypso bulbosa
Calypte anna
Calypte costae
Calyptra canadensis
Calyptranthes thomasiana
Calystegia catesbiana ssp. catesbiana
Calystegia spithamaea
Camassia angusta
Cambarellus blacki
Cambarellus diminutus
Cambarellus lesliei
Cambarellus ninae
Cambarellus puer
Cambarellus shufeldtii
Cambarincola alienus
Cambarincola fallax
Cambarincola leptadenus
Cambarincola marthae
Cambarus acanthura
Cambarus aculabrum
Cambarus acuminatus
Cambarus angularis
Cambarus bartonii
Cambarus bouchardi
Cambarus brachydactylus
Cambarus buntingi
Cambarus carolinus
Cambarus catagius
Cambarus causeyi
Cambarus chasmodactylus
Cambarus chaugaensis
Cambarus conasaugaensis
Cambarus coosawattae
Cambarus cracens
Cambarus crinipes
Cambarus cryptodytes
Cambarus cymatilis
Cambarus davidi
Cambarus deweesae
Cambarus diogenes
Cambarus distans
Cambarus elkensis
Cambarus englishi
Cambarus extraneus
Cambarus fasciatus
Cambarus georgiae
Cambarus girardianus
Cambarus halli
Cambarus hamulatus
Cambarus harti
Cambarus hiwasseensis
Cambarus hobbsorum
Cambarus howardi
Cambarus hubrichti
Cambarus hystricosus
Cambarus jezerinaci
Cambarus jonesi
Cambarus laevis
Cambarus latimanus
Cambarus lenati
Cambarus longirostris
Cambarus longulus
Cambarus maculatus
Cambarus manningi
Cambarus miltus
Cambarus monongalensis
Cambarus nerterius
Cambarus nodosus
Cambarus obeyensis
Cambarus parrishi
Cambarus parvoculus
Cambarus pristinus
Cambarus pyronotus
Cambarus reburrus
Cambarus reflexus
Cambarus sciotensis
Cambarus scotti
Cambarus setosus
Cambarus sp. 1
Cambarus sp. near acuminatus
Cambarus sp. �������B�������
Cambarus speciosus
Cambarus spicatus
Cambarus strigosus
Cambarus subterraneus
Cambarus tartarus
Cambarus truncatus
Cambarus tuckasegee
Cambarus unestami
Cambarus veitchorum
Cambarus veteranus
Cambarus williami
Cambarus zophonastes
Camelobaetidius waltzi
Camnula pellucida
Campanula aparinoides var. aparinoides
Campanula rotundifolia
Campeloma decampi
Campeloma regulare
Campeloma spp.
Campephilus principalis
Campostoma anomalum
Campostoma oligolepis
Campostoma ornatum
Camptonotus carolinensis
Camptostoma imberbe
Campylium polygamum
Campylium protensum
Campylium radicale
Campylopodiella stenocarpa
Campylopus carolinae
Campylopus tallulensis
Campylorhynchus brunneicapillus
Campylorhynchus brunneicapillus sandiegensis
Canavalia molokaiensis
Canavalia nitida
Cancer borealis
Cancer irroratus
Candoia bibroni
Canis latrans
Canis lupus
Canis lupus baileyi
Canis lupus ligoni
Canis lupus lycaon
Canis rufus
Canis sp ?
Cantherhines pullus
Cantherhines verecundus
Canthidermis sufflamen
Canthigaster rostrata
Canthium odoratum
Canthon pilularius
Canthon vigilans
Cantopelopia gesta
Capis curvata
Capitella capitata
Capnia arapahoe
Capnia caryi
Capnia lacustra
Capnia lineata
Capnia nelsoni
Capnia vernalis
Capnia zukeli
Capparis sandwichiana
Caprella equilibra
Caprella penantis
Caprimulgus carolinensis
Caprimulgus noctitherus
Caprimulgus ridgwayi
Caprimulgus vociferus
Carabus goryi
Carabus maender
Carabus serratus
Carabus sylvosus
Carabus vinctus
Caracanthus typicus
Caracara cheriway
Carales arizonensis
Carangidae
Caranx crysos
Caranx hippos
Caranx ignobilis
Caranx latus
Caranx lugubrius
Carazziella hobsonae
Carcharhinus acronotus
Carcharhinus altimus
Carcharhinus amblyrhynchos
Carcharhinus brachyurus
Carcharhinus brevipinna
Carcharhinus falciformis
Carcharhinus galapagensis
Carcharhinus isodon
Carcharhinus leucas
Carcharhinus limbatus
Carcharhinus longimanus
Carcharhinus obscurus
Carcharhinus perezii
Carcharhinus plumbeus
Carcharhinus porosus
Carcharhinus signatus
Carcharias taurus
Carcharodon carcharias
Carcinonemertes carcinophila
Carcinus maenas
Cardamine bulbosa
Cardamine concatenata
Cardamine pensylvanica
Cardellina rubrifrons
Cardinalis cardinalis
Cardinalis sinuatus
Cardisoma guanhumi
Carduelis cucullata
Carduelis hornemanni
Carduelis lawrencei
Carduelis pinus
Carduelis psaltria
Carduelis tristis
Carectocultus perstrialis
Caretta caretta
Carex abscondita
Carex acidicola
Carex aestivalis
Carex alata
Carex albicans var. australis
Carex albolutescens
Carex albursina
Carex alligata
Carex alopecoidea
Carex aquatilis var. substricta
Carex arcta
Carex argyrantha
Carex arkansana
Carex atherodes
Carex atlantica
Carex atlantica ssp. atlantica
Carex atlantica ssp. capillacea
Carex atratiformis
Carex baltzellii
Carex bebbii
Carex bigelowii
Carex biltmoreana
Carex brachyglossa
Carex bromoides var. bromoides
Carex bushii
Carex buxbaumii
Carex calcifugens
Carex capillaris
Carex cherokeensis
Carex chordorrhiza
Carex communis var. communis
Carex comosa
Carex conoidea
Carex cumberlandensis
Carex cumulata
Carex dasycarpa
Carex davisii
Carex debilis var. debilis
Carex decomposita
Carex diandra
Carex emmonsii
Carex exilis
Carex fissa var. aristata
Carex fissa var. fissa
Carex flaccosperma
Carex foenea
Carex frankii
Carex garberi
Carex gigantea
Carex godfreyi
Carex gracillima
Carex haydenii
Carex hirtifolia
Carex houghtoniana
Carex joorii
Carex lacustris
Carex lasiocarpa var. americana
Carex laxiculmis
Carex laxiflora var. laxiflora
Carex limosa
Carex livida
Carex longii
Carex lupuliformis
Carex lupulina
Carex manhartii
Carex merritt-fernaldii
Carex microdonta
Carex misera
Carex molesta
Carex molestiformis
Carex muehlenbergii
Carex nigromarginata var. floridana
Carex oligocarpa
Carex oxylepis
Carex peckii
Carex prairea
Carex prasina
Carex purpurifera
Carex radfordii
Carex radiata
Carex reniformis
Carex reznicekii
Carex richardsonii
Carex roanensis
Carex rossii
Carex ruthii
Carex sartwellii
Carex scabrata
Carex schweinitzii
Carex scirpoidea
Carex siccata
Carex socialis
Carex spp.
Carex sprengelii
Carex sterilis
Carex straminea
Carex stricta
Carex sychnocephala
Carex tenera var. echinodes
Carex tenuiflora
Carex tetanica
Carex texensis
Carex thornei
Carex timida
Carex tonsa var. rugosperma
Carex tonsa var. tonsa
Carex triangularis
Carex trichocarpa
Carex umbellata
Carex utriculata
Carex vaginata
Carex vesicaria var. monile
Carex wiegandii
Carex willdenowii
Carex xerantica
Caricia shasta
Carinoma tremaphoros
Carinomella lactea
Caripeta aretaria
Carmenta anthrasipennis
Carnarimelita janstocki
Carolella busckana
Carphephorus pseudoliatris
Carphophis amoenus
Carphophis amoenus amoenus
Carphophis amoenus helenae
Carphophis vermis
Carpilius maculatus
Carpiodes carpio
Carpiodes cyprinus
Carpiodes velifer
Carpodacus cassinii
Carpodacus mexicana
Carpodacus purpureus
Carterocephalus palaemon
Carterocephalus palaemon magnus
Carterocephalus palaemon mandan
Carya glabra
Carya myristiciformis
Carya pallida
Carychium clappi
Carychium exiguum
Carychium exile
Carychium nannodes
Carychium stygium
Caryophyllia alcocki
Caryophyllia octopalli
Cascadoperla trictura
Casmerodius albus
Cassia nictitans
Cassidinidea ovalis
Cassis cornuta
Cassis flammea
Cassis madagascariensis
Cassis tuberosa
Castanea pumila var. ozarkensis
Castianeira trilineata
Castianeira variata
Castilleja levisecta
Castilleja purpurea var. purpurea
Castilleja septentrionalis
Castilleja sessiliflora
Castor canadensis
Castor canadensis phaeus
Cataetyx hawaiiensis
Catesbaea melanocarpa
Cathartes aura
Catharus bicknelli
Catharus fuscescens
Catharus guttatus
Catharus minimus
Catharus ustulatus
Catherpes mexicanus
Catinella exile
Catinella gelida
Catinella hubrichti
Catinella stretchiana
Catinella vermeta
Catinella wandae
Catocala abbreviatella
Catocala alabamae
Catocala amestris
Catocala antinympha
Catocala atocala
Catocala badia
Catocala carissima
Catocala cerogama
Catocala coelebs
Catocala consors sorsconi
Catocala dulciola
Catocala flebilis
Catocala gracilis
Catocala herodias
Catocala herodias gerhardi
Catocala illecta
Catocala insolabilis
Catocala jair
Catocala jair ssp 2
Catocala lacrymosa
Catocala lincolnana
Catocala maestosa
Catocala marmorata
Catocala minuta
Catocala miranda
Catocala muliercula
Catocala nebulosa
Catocala p. pretiosa
Catocala palaeogama
Catocala parta
Catocala praeclara
Catocala pretiosa
Catocala pretiosa pretiosa
Catocala pretiosa texarkana
Catocala relicta
Catocala residua
Catocala robinsoni
Catocala semirelicta
Catocala similis
Catocala sordida
Catocala sp 3
Catocala sp. 1 nr. Jair
Catocala umbrosa
Catocala unijuga
Catocala whitneyi
Catoptrophorus semipalmatus
Catostomus ardens
Catostomus bernardini
Catostomus catostomus
Catostomus clarki
Catostomus clarkii intermedius
Catostomus commersonii
Catostomus discobolus
Catostomus discobolus yarrowi
Catostomus fumeiventris
Catostomus insignis
Catostomus latipinnis
Catostomus microps
Catostomus occidentalis lacusanserinus
Catostomus platyrhynchus
Catostomus plebeius
Catostomus rimiculus
Catostomus rimiculus ssp. 1
Catostomus santaanae
Catostomus snyderi
Catostomus sp.
Catostomus sp. 4
Catostomus warnerensis
Catriona perca
Caulleriella killariensis
Caulleriella sp.
Caulolatilus cyanops
Caulolatilus microps
Caulophyllum thalictroides
Caurinella idahoensis
Causeyella dendropus
Cayaponia quinqueloba
Ceanothus herbaceus
Celastrina humulus
Celastrina neglectamajor
Celastrina nigra
Celastrina sp. 2
Celina hubbelli
Celithemis eponina
Celithemis fasciata
